county,JP_court,case_type,date_range,num_reports_submitted,active_pending_start_date,reactivated,added,disposed,placed_on_inactive_status,active_pending_end_date,source
Kleberg,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,215,0,103,0,0,318,"AOC Statistical Report, FY2018"
Kleberg,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,33,0,51,48,0,112,"AOC Statistical Report, FY2018"
Kleberg,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,33,0,93,75,0,51,"AOC Statistical Report, FY2018"
Kleberg,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,0,.,.,.,.,.,.,"AOC Statistical Report, FY2018"
Knox,Countywide,Civil,9/1/2017 - 8/31/2018,12,67,0,33,0,0,100,"AOC Statistical Report, FY2018"
La Salle,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,137,0,19,9,0,141,"AOC Statistical Report, FY2018"
La Salle,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,8,0,3,0,0,11,"AOC Statistical Report, FY2018"
La Salle,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,18,0,16,4,0,30,"AOC Statistical Report, FY2018"
La Salle,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,2,0,0,0,0,2,"AOC Statistical Report, FY2018"
Lamar,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,4,0,9,9,0,4,"AOC Statistical Report, FY2018"
Lamar,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,0,.,.,.,.,.,.,"AOC Statistical Report, FY2018"
Lamar,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,5,0,9,7,0,7,"AOC Statistical Report, FY2018"
Lamar,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,7,0,14,15,0,6,"AOC Statistical Report, FY2018"
Lamar,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,573,0,521,434,0,660,"AOC Statistical Report, FY2018"
Lamar,Precinct 5 Place 2,Civil,9/1/2017 - 8/31/2018,12,1336,0,370,309,0,1397,"AOC Statistical Report, FY2018"
Lamb,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,36,0,18,10,0,42,"AOC Statistical Report, FY2018"
Lamb,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,0,.,.,.,.,.,.,"AOC Statistical Report, FY2018"
Lamb,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,98,0,84,68,0,114,"AOC Statistical Report, FY2018"
Lamb,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,8,0,26,20,0,15,"AOC Statistical Report, FY2018"
Lampasas,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,227,0,133,77,0,284,"AOC Statistical Report, FY2018"
Lampasas,Precinct 2 & 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,188,0,1,0,0,189,"AOC Statistical Report, FY2018"
Lampasas,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,40,0,94,60,0,74,"AOC Statistical Report, FY2018"
Lavaca,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,52,0,71,55,0,68,"AOC Statistical Report, FY2018"
Lavaca,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,7,0,28,17,0,19,"AOC Statistical Report, FY2018"
Lavaca,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,4,0,35,24,0,15,"AOC Statistical Report, FY2018"
Lavaca,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,23,0,84,63,0,43,"AOC Statistical Report, FY2018"
Lee,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,60,0,163,142,0,80,"AOC Statistical Report, FY2018"
Lee,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,55,0,31,8,0,70,"AOC Statistical Report, FY2018"
Lee,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,59,0,52,0,0,68,"AOC Statistical Report, FY2018"
Leon,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,38,0,95,68,0,65,"AOC Statistical Report, FY2018"
Leon,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,20,0,53,45,0,27,"AOC Statistical Report, FY2018"
Leon,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,68,0,51,2,0,111,"AOC Statistical Report, FY2018"
Liberty,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,557,0,324,169,0,712,"AOC Statistical Report, FY2018"
Liberty,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,120,0,42,43,0,120,"AOC Statistical Report, FY2018"
Liberty,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,29,0,171,95,2,172,"AOC Statistical Report, FY2018"
Liberty,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,831,0,475,421,0,881,"AOC Statistical Report, FY2018"
Liberty,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,38,0,119,92,0,63,"AOC Statistical Report, FY2018"
Liberty,Precinct 6 Place 1,Civil,9/1/2017 - 8/31/2018,12,163,0,327,251,0,226,"AOC Statistical Report, FY2018"
Limestone,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,44,0,73,92,0,22,"AOC Statistical Report, FY2018"
Limestone,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,55,0,76,72,0,59,"AOC Statistical Report, FY2018"
Limestone,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,23,0,78,75,0,27,"AOC Statistical Report, FY2018"
Limestone,Precinct 4 Place 2,Civil,9/1/2017 - 8/31/2018,12,264,0,199,136,0,327,"AOC Statistical Report, FY2018"
Lipscomb,Countywide,Civil,9/1/2017 - 8/31/2018,12,187,0,32,27,193,170,"AOC Statistical Report, FY2018"
Live Oak,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,5,0,31,16,0,20,"AOC Statistical Report, FY2018"
Live Oak,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,74,0,25,5,0,75,"AOC Statistical Report, FY2018"
Live Oak,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,11,0,15,7,0,19,"AOC Statistical Report, FY2018"
Live Oak,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,4,0,27,21,0,11,"AOC Statistical Report, FY2018"
Llano,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,254,0,44,35,0,250,"AOC Statistical Report, FY2018"
Llano,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,52,0,87,58,0,78,"AOC Statistical Report, FY2018"
Llano,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,15,0,77,68,0,24,"AOC Statistical Report, FY2018"
Llano,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,99,0,80,51,0,125,"AOC Statistical Report, FY2018"
Loving,Countywide,Civil,9/1/2017 - 8/31/2018,12,0,0,0,0,0,0,"AOC Statistical Report, FY2018"
Lubbock,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,999,0,2174,1925,157,1242,"AOC Statistical Report, FY2018"
Lubbock,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,3422,0,1321,977,0,3766,"AOC Statistical Report, FY2018"
Lubbock,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,897,0,1776,1566,0,1107,"AOC Statistical Report, FY2018"
Lubbock,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,546,0,1167,1017,0,696,"AOC Statistical Report, FY2018"
Lynn,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,76,0,34,1,0,109,"AOC Statistical Report, FY2018"
Lynn,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,1,0,3,0,0,4,"AOC Statistical Report, FY2018"
Madison,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,561,0,73,41,0,594,"AOC Statistical Report, FY2018"
Madison,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,643,0,47,39,0,651,"AOC Statistical Report, FY2018"
Marion,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,315,0,120,92,0,341,"AOC Statistical Report, FY2018"
Marion,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,13,0,24,17,0,17,"AOC Statistical Report, FY2018"
Martin,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,49,0,29,0,0,78,"AOC Statistical Report, FY2018"
Martin,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,89,0,16,0,0,105,"AOC Statistical Report, FY2018"
Mason,Countywide,Civil,9/1/2017 - 8/31/2018,12,21,0,32,26,0,27,"AOC Statistical Report, FY2018"
Matagorda,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,86,0,224,153,0,142,"AOC Statistical Report, FY2018"
Matagorda,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,61,0,69,55,0,76,"AOC Statistical Report, FY2018"
Matagorda,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,41,0,173,153,0,60,"AOC Statistical Report, FY2018"
Matagorda,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,38,0,79,67,0,50,"AOC Statistical Report, FY2018"
Matagorda,Precinct 6 Place 1,Civil,9/1/2017 - 8/31/2018,12,5,0,16,5,0,17,"AOC Statistical Report, FY2018"
Maverick,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,37,0,225,180,0,82,"AOC Statistical Report, FY2018"
Maverick,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,353,0,312,0,0,665,"AOC Statistical Report, FY2018"
Maverick,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,9,46,0,211,100,0,0,"AOC Statistical Report, FY2018"
Maverick,Precinct 3 Place 2,Civil,9/1/2017 - 8/31/2018,12,11,0,13,7,0,19,"AOC Statistical Report, FY2018"
Maverick,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,66,0,195,142,0,119,"AOC Statistical Report, FY2018"
McCulloch,Countywide,Civil,9/1/2017 - 8/31/2018,12,781,0,142,330,0,610,"AOC Statistical Report, FY2018"
McLennan,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,3391,0,1321,1359,0,3306,"AOC Statistical Report, FY2018"
McLennan,Precinct 1 Place 2,Civil,9/1/2017 - 8/31/2018,12,872,0,1008,938,0,939,"AOC Statistical Report, FY2018"
McLennan,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,140,1,754,731,1,159,"AOC Statistical Report, FY2018"
McLennan,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,437,0,514,349,0,602,"AOC Statistical Report, FY2018"
McLennan,Precinct 4,Civil,9/1/2017 - 8/31/2018,12,264,0,384,267,0,382,"AOC Statistical Report, FY2018"
McLennan,Precinct 5,Civil,9/1/2017 - 8/31/2018,0,.,.,.,.,.,.,"AOC Statistical Report, FY2018"
McMullen,Countywide,Civil,9/1/2017 - 8/31/2018,12,11,0,3,3,0,12,"AOC Statistical Report, FY2018"
Medina,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,146,0,215,196,0,162,"AOC Statistical Report, FY2018"
Medina,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,239,0,143,115,0,263,"AOC Statistical Report, FY2018"
Medina,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,34,0,198,137,0,95,"AOC Statistical Report, FY2018"
Medina,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,526,0,178,522,0,165,"AOC Statistical Report, FY2018"
Menard,Countywide,Civil,9/1/2017 - 8/31/2018,12,77,0,17,6,0,88,"AOC Statistical Report, FY2018"
Midland,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,3326,0,813,462,0,3551,"AOC Statistical Report, FY2018"
Midland,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,6645,0,632,369,0,6896,"AOC Statistical Report, FY2018"
Midland,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,3159,0,690,466,0,3383,"AOC Statistical Report, FY2018"
Midland,Precinct 4,Civil,9/1/2017 - 8/31/2018,12,1715,0,584,383,0,1902,"AOC Statistical Report, FY2018"
Milam,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,72,1,93,76,3,88,"AOC Statistical Report, FY2018"
Milam,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,0,.,.,.,.,.,.,"AOC Statistical Report, FY2018"
Milam,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,84,0,106,93,0,131,"AOC Statistical Report, FY2018"
Milam,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,47,0,99,80,0,66,"AOC Statistical Report, FY2018"
Mills,Countywide,Civil,9/1/2017 - 8/31/2018,12,58,0,51,31,0,74,"AOC Statistical Report, FY2018"
Mitchell,Precincts 1 & 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,424,0,75,56,0,441,"AOC Statistical Report, FY2018"
Mitchell,Precincts 2 & 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,249,0,43,32,0,261,"AOC Statistical Report, FY2018"
Montague,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,279,0,31,1,0,309,"AOC Statistical Report, FY2018"
Montague,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,938,0,175,140,0,976,"AOC Statistical Report, FY2018"
Montgomery,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,477,0,1898,1883,0,441,"AOC Statistical Report, FY2018"
Montgomery,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,3579,0,1569,1431,2,3713,"AOC Statistical Report, FY2018"
Montgomery,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,963,14,3202,2839,12,1340,"AOC Statistical Report, FY2018"
Montgomery,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,5062,0,1916,1630,0,5414,"AOC Statistical Report, FY2018"
Montgomery,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,2359,0,1032,798,0,2559,"AOC Statistical Report, FY2018"
Moore,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,902,0,280,165,0,1007,"AOC Statistical Report, FY2018"
Moore,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,25,0,33,15,0,42,"AOC Statistical Report, FY2018"
Morris,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,153,0,21,5,0,169,"AOC Statistical Report, FY2018"
Morris,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,256,0,41,15,0,282,"AOC Statistical Report, FY2018"
Motley,Countywide,Civil,9/1/2017 - 8/31/2018,12,12,0,7,4,0,16,"AOC Statistical Report, FY2018"
Nacogdoches,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,192,0,238,213,0,219,"AOC Statistical Report, FY2018"
Nacogdoches,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,968,0,415,319,0,1060,"AOC Statistical Report, FY2018"
Nacogdoches,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,166,0,204,205,0,160,"AOC Statistical Report, FY2018"
Nacogdoches,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,219,0,169,144,0,240,"AOC Statistical Report, FY2018"
Navarro,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,116,0,326,374,0,68,"AOC Statistical Report, FY2018"
Navarro,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,112,0,279,281,0,112,"AOC Statistical Report, FY2018"
Navarro,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,108,0,295,203,0,198,"AOC Statistical Report, FY2018"
Navarro,Precinct 4,Civil,9/1/2017 - 8/31/2018,12,82,0,332,232,0,180,"AOC Statistical Report, FY2018"
Newton,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,173,0,55,17,0,207,"AOC Statistical Report, FY2018"
Newton,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,26,0,31,16,0,39,"AOC Statistical Report, FY2018"
Newton,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,31,0,36,20,0,44,"AOC Statistical Report, FY2018"
Newton,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,171,0,27,0,0,194,"AOC Statistical Report, FY2018"
Nolan,Countywide,Civil,9/1/2017 - 8/31/2018,12,411,0,226,127,0,513,"AOC Statistical Report, FY2018"
Nueces,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,1896,0,1936,1317,0,2491,"AOC Statistical Report, FY2018"
Nueces,Precinct 1 Place 2,Civil,9/1/2017 - 8/31/2018,12,426,0,1230,1168,0,463,"AOC Statistical Report, FY2018"
Nueces,Precinct 1 Place 3,Civil,9/1/2017 - 8/31/2018,12,223,0,709,662,0,161,"AOC Statistical Report, FY2018"
Nueces,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,1858,0,3085,2613,0,2331,"AOC Statistical Report, FY2018"
Nueces,Precinct 2 Place 2,Civil,9/1/2017 - 8/31/2018,12,224,0,1168,1134,0,251,"AOC Statistical Report, FY2018"
Nueces,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,34,0,85,35,0,83,"AOC Statistical Report, FY2018"
Nueces,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,241,0,156,104,0,282,"AOC Statistical Report, FY2018"
Nueces,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,381,0,427,349,0,385,"AOC Statistical Report, FY2018"
Nueces,Precinct 5 Place 2,Civil,9/1/2017 - 8/31/2018,12,33,0,8,6,0,35,"AOC Statistical Report, FY2018"
Ochiltree,Countywide,Civil,9/1/2017 - 8/31/2018,12,3094,0,149,100,0,3135,"AOC Statistical Report, FY2018"
Oldham,Countywide,Civil,9/1/2017 - 8/31/2018,12,58,0,7,9,0,54,"AOC Statistical Report, FY2018"
Orange,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,92,0,362,310,0,144,"AOC Statistical Report, FY2018"
Orange,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,98,0,433,329,0,204,"AOC Statistical Report, FY2018"
Orange,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,191,0,391,316,0,251,"AOC Statistical Report, FY2018"
Orange,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,137,0,413,386,0,164,"AOC Statistical Report, FY2018"
Palo Pinto,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,22,0,26,26,0,19,"AOC Statistical Report, FY2018"
Palo Pinto,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,7,0,21,12,0,15,"AOC Statistical Report, FY2018"
Palo Pinto,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,117,0,11,10,0,118,"AOC Statistical Report, FY2018"
Palo Pinto,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,1,0,8,5,0,12,"AOC Statistical Report, FY2018"
Palo Pinto,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,630,0,391,383,0,45,"AOC Statistical Report, FY2018"
Panola,Precinct 1 & 4,Civil,9/1/2017 - 8/31/2018,12,89,0,180,299,2,134,"AOC Statistical Report, FY2018"
Panola,Precinct 2 & 3,Civil,9/1/2017 - 8/31/2018,12,65,0,87,146,0,42,"AOC Statistical Report, FY2018"
Parker,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,139,0,584,415,0,301,"AOC Statistical Report, FY2018"
Parker,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,313,0,719,566,0,468,"AOC Statistical Report, FY2018"
Parker,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,461,0,869,738,3,588,"AOC Statistical Report, FY2018"
Parker,Precinct 4,Civil,9/1/2017 - 8/31/2018,12,78,1,289,267,0,99,"AOC Statistical Report, FY2018"
Parmer,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,213,0,54,31,0,234,"AOC Statistical Report, FY2018"
Parmer,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,122,0,35,14,0,143,"AOC Statistical Report, FY2018"
Parmer,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,73,0,7,10,0,82,"AOC Statistical Report, FY2018"
Pecos,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,1380,0,187,161,0,1422,"AOC Statistical Report, FY2018"
Pecos,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,0,0,4,0,0,4,"AOC Statistical Report, FY2018"
Pecos,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,1,0,0,0,0,2,"AOC Statistical Report, FY2018"
Pecos,Precinct 6 Place 1,Civil,9/1/2017 - 8/31/2018,12,0,0,1,1,0,0,"AOC Statistical Report, FY2018"
Polk,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,162,0,273,258,0,142,"AOC Statistical Report, FY2018"
Polk,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,76,0,250,180,0,142,"AOC Statistical Report, FY2018"
Polk,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,99,0,134,118,0,108,"AOC Statistical Report, FY2018"
Polk,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,120,0,133,113,0,136,"AOC Statistical Report, FY2018"
Potter,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,404,0,1024,1024,0,365,"AOC Statistical Report, FY2018"
Potter,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,632,0,439,262,0,725,"AOC Statistical Report, FY2018"
Potter,Precinct 3,Civil,9/1/2017 - 8/31/2018,12,708,0,499,352,0,855,"AOC Statistical Report, FY2018"
Potter,Precinct 4,Civil,9/1/2017 - 8/31/2018,12,125,0,671,642,5,115,"AOC Statistical Report, FY2018"
Presidio,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,259,0,12,8,0,263,"AOC Statistical Report, FY2018"
Presidio,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,46,0,20,17,0,40,"AOC Statistical Report, FY2018"
Rains,Countywide,Civil,9/1/2017 - 8/31/2018,12,70,0,185,172,0,103,"AOC Statistical Report, FY2018"
Randall,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,1950,0,575,526,0,1953,"AOC Statistical Report, FY2018"
Randall,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,1789,0,1874,1403,79,2214,"AOC Statistical Report, FY2018"
Reagan,Countywide,Civil,9/1/2017 - 8/31/2018,12,35,0,79,68,0,46,"AOC Statistical Report, FY2018"
Real,Precincts 1 & 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,117,0,11,2,0,33,"AOC Statistical Report, FY2018"
Real,Precincts 3 & 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,112,0,8,14,0,21,"AOC Statistical Report, FY2018"
Red River,Countywide,Civil,9/1/2017 - 8/31/2018,12,634,1,168,102,1,697,"AOC Statistical Report, FY2018"
Reeves,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,268,0,66,20,0,314,"AOC Statistical Report, FY2018"
Reeves,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,742,1,59,18,38,759,"AOC Statistical Report, FY2018"
Reeves,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,206,0,29,13,0,221,"AOC Statistical Report, FY2018"
Reeves,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,156,0,47,14,1,186,"AOC Statistical Report, FY2018"
Refugio,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,12,0,43,23,0,32,"AOC Statistical Report, FY2018"
Refugio,Precinct 2,Civil,9/1/2017 - 8/31/2018,12,21,0,26,25,0,22,"AOC Statistical Report, FY2018"
Roberts,Countywide,Civil,9/1/2017 - 8/31/2018,12,11,0,2,2,0,10,"AOC Statistical Report, FY2018"
Robertson,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,2,0,26,13,0,15,"AOC Statistical Report, FY2018"
Robertson,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,21,0,63,70,0,28,"AOC Statistical Report, FY2018"
Robertson,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,14,0,48,50,0,12,"AOC Statistical Report, FY2018"
Robertson,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,8,0,39,29,0,18,"AOC Statistical Report, FY2018"
Rockwall,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,258,16,472,409,37,297,"AOC Statistical Report, FY2018"
Rockwall,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,81,0,298,211,0,161,"AOC Statistical Report, FY2018"
Rockwall,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,32,0,116,101,0,43,"AOC Statistical Report, FY2018"
Rockwall,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,51,7,187,177,7,59,"AOC Statistical Report, FY2018"
Runnels,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,36,0,74,46,0,65,"AOC Statistical Report, FY2018"
Runnels,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,46,0,56,26,0,70,"AOC Statistical Report, FY2018"
Rusk,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,36,0,159,126,0,72,"AOC Statistical Report, FY2018"
Rusk,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,29,0,97,74,0,54,"AOC Statistical Report, FY2018"
Rusk,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,108,0,51,33,0,125,"AOC Statistical Report, FY2018"
Rusk,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,12,0,43,30,0,23,"AOC Statistical Report, FY2018"
Rusk,Precinct 5 Place 1,Civil,9/1/2017 - 8/31/2018,12,83,0,374,369,0,73,"AOC Statistical Report, FY2018"
Sabine,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,66,0,77,57,1,82,"AOC Statistical Report, FY2018"
Sabine,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,81,0,58,17,0,122,"AOC Statistical Report, FY2018"
San Augustine,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,30,0,30,30,0,31,"AOC Statistical Report, FY2018"
San Augustine,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,15,0,24,13,0,27,"AOC Statistical Report, FY2018"
San Augustine,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,18,0,24,19,0,24,"AOC Statistical Report, FY2018"
San Augustine,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,13,0,16,10,0,19,"AOC Statistical Report, FY2018"
San Jacinto,Precinct 1 Place 1,Civil,9/1/2017 - 8/31/2018,12,78,0,54,33,0,69,"AOC Statistical Report, FY2018"
San Jacinto,Precinct 2 Place 1,Civil,9/1/2017 - 8/31/2018,12,46,0,103,80,0,70,"AOC Statistical Report, FY2018"
San Jacinto,Precinct 3 Place 1,Civil,9/1/2017 - 8/31/2018,12,72,0,95,95,0,74,"AOC Statistical Report, FY2018"
San Jacinto,Precinct 4 Place 1,Civil,9/1/2017 - 8/31/2018,12,152,0,58,22,0,188,"AOC Statistical Report, FY2018"
San Patricio,Precinct 1,Civil,9/1/2017 - 8/31/2018,12,438,0,188,84,0,554,"AOC Statistical Report, FY2018"
